Province,School,Sector,Learners
EC,UPPER MNTWANA JUNIOR SECONDARY SCHOOL,Public,139
EC,MBINZANA JUNIOR SECONDARY SCHOOL,Public,139
EC,KHULILE JUNIOR SECONDARY SCHOOL,Public,139
FS,EDUPLUS PI/S,INDEPENDENT,139
KZ,ENKUNGWINI PRIMARY SCHOOL,Public,139
KZ,EZIQUNGENI PRIMARY SCHOOL,Public,139
KZ,GIVE HOPE PUBLIC,Public,139
KZ,IGUGULAMANYONI JP,Public,139
KZ,MALUNGA PRIMARY SCHOOL,Public,139
KZ,MTUMASELI H,Public,139
KZ,NOMAZWE H,Public,139
EC,ZAAIMANSHOEK UCC PRIMARY SCHOOL,Public,139
EC,HECKEL PUBLIC SCHOOL,Public,139
KZ,THANDINKOSI PRIMARY SCHOOL,Public,139
KZ,PATNET TRAINING ACADEMY,INDEPENDENT,139
NW,A.G MALEBE INTERMEDIATE SCHOOL,Public,139
NW,AGAPE CHRISTIAN SCHOOL,INDEPENDENT,139
WC,OUPLAAS EK PRIM.,Public,139
WC,VLAKTEPLAAS UCC PRIM.,Public,139
NW,SLURRY PRIMARY,Public,140
MP,MOKGOMANA LOWER & HIGHER PRIMARY SCHOOL,Public,140
MP,BENG BA LONA PRIMARY SCHOOL,Public,140
LP,AGISHANANG PRIMARY SCHOOL,Public,140
LP,MOROAMOCHE PRIMARY SCHOOL,Public,140
LP,NTHABALALA   PRIMARY   SCHOOL,Public,140
LP,MALWELA PRIMARY SCHOOL,Public,140
MP,UMTULWANA PRIMARY SCHOOL,Public,140
MP,FUNDAWAZI PRIMARY SCHOOL,Public,140
NW,GAEGANE P SCHOOL,Public,140
NW,PICA PAU COMBINED SCHOOL,Public,140
LP,THE FUTURE COMPREHENSIVE SCHOOL,INDEPENDENT,140
EC,NGXINGXOLO PUBLIC SCHOOL,Public,140
EC,ZIMBABA PRIMARY SCHOOL,Public,140
EC,GENERAL MAQHUTYANA TECHNICAL HIGH SCHOOL,Public,140
EC,GOBOTI JUNIOR SECONDARY SCHOOL,Public,140
EC,JENCA SENIOR SECONDARY SCHOOL,Public,140
EC,KUBUSIE JUNIOR SECONDARY SCHOOL,Public,140
EC,RIVERVIEW PRIMARY SCHOOL,Public,140
EC,LEKHAHLA JUNIOR SECONDARY SCHOOL,Public,140
EC,MAZAMA PRIMARY SCHOOL,Public,140
EC,MZUZILE SENIOR PRIMARY SCHOOL,Public,140
EC,NYANISO SENIOR PRIMARY SCHOOL,Public,140
EC,QHEMEGHA JUNIOR SECONDARY SCHOOL,Public,140
EC,TEMBELIHLE JUNIOR SECONDARY SCHOOL,Public,140
FS,WELKOM ISLAMIC IC/S,INDEPENDENT,140
KZ,EKHOMBE PRIMARY SCHOOL,Public,140
KZ,ENTSHIZA CP,Public,140
KZ,HLANGANANIMAZULU JS,Public,140
KZ,MAPHINDA S,Public,140
KZ,MAYIKA PRIMARY SCHOOL,Public,140
KZ,MBUKENI SP,Public,140
KZ,SIZUZULU PRIMARY SCHOOL,Public,140
KZ,NGOBAMAKHOSI S,Public,140
KZ,MPUNGANE PRIMARY SCHOOL,Public,140
KZ,VULINDLELA JP SCHOOL,Public,140
WC,WELTEVREDEN NGK PRIM.,Public,140
KZ,SHELEZA PRIMARY SCHOOL,Public,141
KZ,SILWENI C,Public,141
KZ,SIPHAHLENI PRIMARY SCHOOL,Public,141
KZ,SIPHEPHILE S (UMZINTO),Public,141
KZ,DIYANE JP,Public,141
KZ,THINTWA S,Public,141
GP,GLEN OAKS SCHOOL,INDEPENDENT,141
LP,NONCHIMUDI SENIOR PRIMARY  SCHOOL,Public,141
LP,MASHUBASHUBA SECONDARY SCHOOL,Public,141
LP,MOKONE PRIMARY SCHOOL,Public,141
LP,MAPHALE  PRIMARY  SCHOOL,Public,141
LP,MMANYABA SECONDARY SCHOOL,Public,141
MP,MOGOBOSHENG SECONDARY SCHOOL,Public,141
MP,FAIRVIEW ACADEMY,INDEPENDENT,141
NW,DOORNHOEK PRIMARY SCHOOL,Public,141
NW,LELOKWANE PRIMARY SCHOOL,Public,141
NW,THUTO-METSI PRIMARY SCHOOL,Public,141
GP,TSHWANE COLLEGE,INDEPENDENT,141
NW,MOKGOBOLA -SETSHEDI PRIMARY,Public,141
EC,MAVUSO PRIMARY SCHOOL,Public,141
EC,SANDILE PRIMARY SCHOOL,Public,141
EC,GIRDWOOD JUNIOR SECONDARY SCHOOL,Public,141
EC,JAMES NGUZA JUNIOR SECONDARY SCHOOL,Public,141
EC,ZINGISILE SENIOR PRIMARY SCHOOL,Public,141
EC,CHRIST THE KING INTERNATIONAL,INDEPENDENT,141
EC,MHLOTSHENI JUNIOR SECONDARY SCHOOL,Public,141
EC,MTSILA JUNIOR SECONDARY SCHOOL,Public,141
EC,QWABI SENIOR PRIMARY SCHOOL,Public,141
EC,SIJONGEPHAMBILI HIGH SCHOOL,Public,141
EC,MELISIZWE JUNIOR PRIMARY SCHOOL,Public,141
NC,SAAMSTAAN PRIMÊRE SKOOL,Public,141
NC,LOERIESFONTEIN HOËRSKOOL,Public,141
KZ,ESIKHWEBEZANE PRIMARY SCHOOL,Public,141
KZ,KHUMBULANI PRIMARY SCHOOL,Public,141
KZ,NDABISEKHAYA H,Public,141
KZ,NKWAMBAZI PRIMARY SCHOOL,Public,141
GP,MULBARTON REMEDIAL SCHOOL,INDEPENDENT,141
KZ,ZAMANI SP SCHOOL,Public,141
EC,BATHURST PRIMARY SCHOOL,Public,142
EC,NASRUDDIN ISLAMIC HIGH SCHOOL,INDEPENDENT,142
KZ,VELOBALA JP,Public,142
GP,SEDAVEN HIGH SCHOOL,INDEPENDENT,142
LP,MAGALAKWINSTROOM,Public,142
LP,SEROKOLOSENYANE  PRIMARY SCHOOL,Public,142
LP,SEETSENG PRIMARY SCHOOL,Public,142
MP,MADODA SECONDARY SCHOOL,Public,142
MP,VULINDLELA PRIMARY SCHOOL,Public,142
NW,REITSOSITSE PRIMARY SCHOOL,Public,142
WC,INTERNATIONAL SCHOOL OF HELDERBERG,INDEPENDENT,142
LP,RAMANARE MAGAMPA SECONDARY SCHOOL,Public,142
EC,ZAMULWAZI JUNIOR PRIMARY SCHOOL,Public,142
EC,MENDWANA JUNIOR PRIMARY SCHOOL,Public,142
EC,MPUME JUNIOR SECONDARY SCHOOL,Public,142
EC,NXAXO JUNIOR SECONDARY SCHOOL,Public,142
EC,GONGQOZAYO JUNIOR SECONDARY SCHOOL,Public,142
EC,DALUKULUNGA SENIOR PRIMARY SCHOOL,Public,142
EC,LALENI JUNIOR SECONDARY SCHOOL,Public,142
EC,NGONYAMA JUNIOR PRIMARY SCHOOL,Public,142
EC,ESSEK JS SCHOOL,Public,142
EC,MAHANYANENG JUNIOR SECONDARY SCHOOL,Public,142
EC,NONESI SENIOR PRIMARY SCHOOL,Public,142
EC,QIBA JUNIOR SECONDARY SCHOOL,Public,142
EC,NONIBE JUNIOR SECONDARY SCHOOL,Public,142
EC,SIYAVUYA JSS,Public,142
NC,KGOTATSANO PRIMARY SCHOOL,Public,142
KZ,CRANHAM PRIMARY SCHOOL,Public,142
KZ,DUMAYO LP,Public,142
KZ,EGQUMENI PRIMARY SCHOOL,Public,142
KZ,EGUGWINI PRIMARY,Public,142
KZ,HAMBAYEDWA PRIMARY SCHOOL,Public,142
KZ,JABULANI PRIMARY SCHOOL,Public,142
KZ,KWASHANGASE JP,Public,142
KZ,MCEBO PRIMARY SCHOOL,Public,142
KZ,MDUTSHINI PRIMARY SCHOOL,Public,142
KZ,PARKVIEW PRIMARY SCHOOL,Public,142
GP,DUO EDU SENIORONAFHANKLIKE SKOOL,INDEPENDENT,142
KZ,USETHUBENI YOUTH SCHOOL,INDEPENDENT,142
KZ,ZIMEMA SP SCHOOL,Public,142
WC,STONEFOUNTAIN COLLEGE - KENILWORTH,INDEPENDENT,142
WC,KERSBOSLAAGTE SSKV PRIM.,Public,142
WC,CONCORDIA NGK PRIM.,Public,142
WC,BOTHA'S HALTE NGK PRIM.,Public,142
KZ,BUSEKHAYA H,Public,143
GP,PRO-ED PREPARATORY SCHOOL,INDEPENDENT,143
GP,B-SURE INDEPENDENT SCHOOL,INDEPENDENT,143
MP,HOBO SECONDARY SCHOOL,Public,143
LP,MHELEMBE HIGH SCHOOL,Public,143
LP,PHOKELA SECONDARY SCHOOL,Public,143
LP,KGOEDI PRIMARY SCHOOL,Public,143
LP,MASENYELETJE PRIMARY SCHOOL,Public,143
MP,UMTHOMBOPHOLILE PRIMARY SCHOOL,Public,143
NW,MAYAEYANE PRIMARY SCHOOL,Public,143
NW,MORUPISI MIDDLE SCHOOL,Public,143
NW,RENALERONA PRIMARY SCHOOL,Public,143
NW,SEFATANARE COMBINED SCHOOL,Public,143
GP,TJOKKERLAND ACADEMY,INDEPENDENT,143
NW,ENGLISH LICHTENBURG HIGH SCHOOL,Public,143
EC,NGANGELIZWE SENIOR SECONDARY SCHOOL,Public,143
EC,NOMGWADLA PRIMARY SCHOOL,Public,143
EC,LUKANYO JUNIOR PRIMARY SCHOOL,Public,143
EC,UPPER NGCULU JUNIOR SECONDARY SCHOOL,Public,143
EC,LUXOMO JUNIOR SECONDARY SCHOOL,Public,143
EC,GQAQHALA JUNIOR SECONDARY SCHOOL,Public,143
EC,KOSANA SENIOR PRIMARY SCHOOL,Public,143
EC,KWENXURA SENIOR PRIMARY SCHOOL,Public,143
EC,MBOKOTWANA SENIOR PRIMARY SCHOOL,Public,143
EC,MGUDU JUNIOR SECONDARY SCHOOL,Public,143
EC,NGANGENYATI PRIMARY SCHOOL,Public,143
EC,NOTINARA JUNIOR SECONDARY SCHOOL,Public,143
EC,MT WHITE JUNIOR SECONDARY SCHOOL,Public,143
EC,ZWELIHLANGENE PRIMARY SCHOOL,Public,143
EC,TSENGIWE JUNIOR SECONDARY SCHOOL,Public,143
EC,KHANYA SENIOR SECONDARY SCHOOL,Public,143
FS,BOIPOPO I/S,Public,143
KZ,EKULINGENI JP,Public,143
KZ,INGUQUKO SP,Public,143
KZ,KWANOSHEZI PRIMARY SCHOOL,Public,143
KZ,NSONGWENI JP,Public,143
GP,BENTLEY PREPARATORY SCHOOL,INDEPENDENT,143
EC,IMIGUDU PRIMARY SCHOOL,Public,143
EC,MASIZAKHE HIGH SCHOOL,Public,143
GP,JEPPE EDUCATION CENTRE - VEREENIGING,INDEPENDENT,143
KZ,NCEKUYA PRIMARY SCHOOL,Public,143
WC,HERZLIA PRIM. (SOUTHERN SUB.),INDEPENDENT,143
WC,ROBERTSON LOGOS CHRISTIAN SCHOOL,INDEPENDENT,143
GP,ORLANDO SDA PRIMARY SCHOOL,INDEPENDENT,144
MP,E.S. MALELE SECONDARY SCHOOL,Public,144
LP,MAKHEALA PRIMARY,Public,144
LP,BOSEMAHLA,Public,144
LP,MATIME II SECONDARY SCHOOL,Public,144
LP,MAKANTANE,Public,144
LP,PHOROANE SECONDARY,Public,144
LP,TSHIHLO SECONDARY SCHOOL,Public,144
LP,TSHIVHUYUNI PRIMARY SCHOOL,Public,144
NW,MOKGOJWA INTERMEDIATE SCHOOL,Public,144
NW,ITLAMENG PRIMARY SCHOOL,Public,144
NW,ITSHOLETSENG MIDDLE SCHOOL,Public,144
NW,RABANA PRIMARY,Public,144
NW,THABO YA BATHO MIDDLE,Public,144
GP,WESTWOOD INDEPENDENT SCHOOL,INDEPENDENT,144
EC,NOMPENDULO H SCHOOL,Public,144
EC,UPPER GXULU PRIMARY SCHOOL,Public,144
EC,MWELI'S JUNIOR SECONDARY SCHOOL,Public,144
EC,KIMBILI JUNIOR SECONDARY SCHOOL,Public,144
EC,LUNGISANI SENIOR PRIMARY SCHOOL,Public,144
EC,NKWENKWEZI SENIOR PRIMARY SCHOOL,Public,144
EC,TAKATA JUNIOR SECONDARY SCHOOL,Public,144
EC,CHEVY CHASE JUNIOR SECONDARY SCHOOL,Public,144
EC,NDARALA JUNIOR SECONDARY SCHOOL,Public,144
EC,EZINTATYANENI SENIOR PRIMARY SCHOOL,Public,144
EC,TLHAKONG SENIOR PRIMARY SCHOOL,Public,144
EC,ZWELIBANZI JUNIOR SECONDARY SCHOOL,Public,144
EC,BUBELE HIGH SCHOOL,Public,144
FS,QELO I/S,Public,144
KZ,ESIQHINGINI PRIMARY SCHOOL,Public,144
KZ,MAQHUBANDABA PRIMARY SCHOOL,Public,144
KZ,NTSHIYABANTU PRIMARY SCHOOL,Public,144
GP,ACADEMIC QUALITY EDUCATION COLLEGE,INDEPENDENT,144
EC,RIEBEECK EAST COMBINED SCHOOL,Public,144
WC,ERRIE MOLLER NGK PRIM.,Public,144
WC,E.J. MALGARTE PRIM.,Public,144
KZ,MANDLOSUTHU S,Public,145
LP,SEKHWIDITSANE PRIMARY SCHOOL,Public,145
LP,MAHLOLWANENG PRIMARY,Public,145
MP,ENON PRIMARY SCHOOL,Public,145
MP,SITHOBELANE PRIMARY SCHOOL,Public,145
EC,NJONGOZABANTU SENIOR SECONDARY SCHOOL,Public,145
EC,SAKUPHUMELELA SECONDARY SCHOOL,Public,145
EC,EAST UPPER QOMBOLO JUNIOR SECONDARY SCHOOL,Public,145
EC,ALBERT LUDIDI JUNIOR SECONDARY SCHOOL,Public,145
EC,GOTYIBENI JUNIOR PRIMARY SCHOOL,Public,145
EC,VUKANI KUSILE JUNIOR SECONDARY SCHOOL,Public,145
EC,MOEANENG JUNIOR SECONDARY SCHOOL,Public,145
EC,PHIRINTSU JUNIOR SECONDARY SCHOOL,Public,145
EC,POLOKOE JUNIOR PRIMARY SCHOOL,Public,145
EC,SIJIKA SENIOR PRIMARY SCHOOL,Public,145
EC,MDIBANISO JUNIOR SECONDARY SCHOOL,Public,145
EC,EDENDALE JUNIOR SECONDARY SCHOOL,Public,145
EC,MPOTULO JUNIOR SECONDARY SCHOOL,Public,145
NC,GARIEPWATER PRIMÊRE SKOOL,Public,145
KZ,DINGETON COMBINED PRIMARY SCHOOL,Public,145
KZ,ENGONWENI PRIMARY SCHOOL,Public,145
KZ,ENTENDELENI PRIMARY SCHOOL,Public,145
KZ,GEMANE PRIMARY SCHOOL,Public,145
KZ,INSIKA JS,Public,145
KZ,KHULANGOLWAZI SP,Public,145
KZ,MEPHO JP,Public,145
EC,ST FRANCIS COLLEGE,INDEPENDENT,145
GP,JUBILEE CHRISTIAN SCHOOL,INDEPENDENT,145
KZ,SIBONGUNSINI P,Public,145
KZ,MYENDANE PRIMARY SCHOOL,Public,145
WC,SHILOH CENTRE OF LEARNING,INDEPENDENT,145
WC,WAGENHUISKRANTZ PRIM.,Public,145
KZ,PHUZULWAZI S,Public,146
GP,ELDORADO PARK MUSLIM SCHOOL,INDEPENDENT,146
LP,MMALOTLO SECONDARY,Public,146
LP,THABANTSHO PRIMARY,Public,146
LP,KEDISHI SECONDARY SCHOOL,Public,146
LP,KONKOTI PRIMARY SCHOOL,Public,146
LP,LETSIRI PRIMARY,Public,146
LP,MOHLAKENG SECONDARY,Public,146
LP,TSHANZHE PRIMARY SCHOOL,Public,146
LP,EXCELSIOR  COLLEGE,INDEPENDENT,146
MP,MADIBOANE PRIMARY SCHOOL,Public,146
MP,MMAMOGASWA PRIMARY SCHOOL,Public,146
WC,HOPE AND LIGHT PRIM.,INDEPENDENT,146
LP,LOWVELD ACADEMY,INDEPENDENT,146
EC,MDUNYISWA SENIOR PRIMARY SCHOOL,Public,146
EC,UPPER XUME JUNIOR SECONDARY SCHOOL,Public,146
EC,MDANJELWA SENIOR PRIMARY SCHOOL,Public,146
EC,VIPAN CARLSBAD PRIMARY SCHOOL,Public,146
EC,KHULUSOMELELE PRIMARY SCHOOL,Public,146
FS,KLEINWATER IF/S,Public,146
KZ,ENYOSINI JP,Public,146
KZ,HUNTLEY PRIMARY SCHOOL,Public,146
KZ,IDUNDUBALA S,Public,146
KZ,JUBA PRIMARY SCHOOL,Public,146
KZ,KWAVULINDLELA PRIMARY SCHOOL,Public,146
KZ,LUNGELANI CP,Public,146
KZ,MANXELE S,Public,146
KZ,MBAMBALALA PRIMARY SCHOOL,Public,146
KZ,MOSSDALE PRIMARY SCHOOL,Public,146
KZ,NGOMANKULU JP,Public,146
KZ,NSUNGWINI C,Public,146
NW,BOLOPAPELO INTERMEDIATE SCHOOL,Public,146
KZ,NOKHWEZI SP SCHOOL,Public,146
WC,HELDERBERG LS,INDEPENDENT,146
WC,STOCKWELL NGK PRIM.,Public,146
WC,AAN DE DOORNS NGK PRIM.,Public,146
KZ,RANTJIESVLAKTE PRIMARY SCHOOL,Public,147
KZ,UMSINSINI JP,Public,147
KZ,WOSIYANE S,Public,147
KZ,TATANE S,Public,147
KZ,HAAS DAS PP,Public,147
KZ,BHEKUMKHONTO PRIMARY SCHOOL,Public,147
KZ,EMADULWINI PRIMARY SCHOOL,Public,147
LP,MPEPULE PRIMARY SCHOOL,Public,147
LP,PULANE HIGH,Public,147
LP,MAKHUTLA PRIMARY SCHOOL,Public,147
LP,MAIMANE HIGH SCHOOL,Public,147
LP,TSHIRULULUNI SECONDARY,Public,147
LP,ADZIMMBAMBI PRIMARY SCHOOL,Public,147
LP,MULAMULI PRIMARY SCHOOL,Public,147
LP,MAPULA PRIMARY SCHOOL,Public,147
MP,ENGELSEDRAAI COMBINED SCHOOL,Public,147
MP,UMHLABA PRIMARY SCHOOL,Public,147
MP,VAN STADENSDAM PRIMARY SCHOOL,Public,147
MP,INKOSINATSI PRIMARY SCHOOL,Public,147
NW,NONCEBA PRIMARY,Public,147
NW,THOKO ZIBI PRIMARY,Public,147
MP,MORITING PRIMARY SCHOOL,Public,147
EC,LINGANI SENIOR SECONDARY SCHOOL,Public,147
EC,NTLOKO PRIMARY SCHOOL,Public,147
EC,ZWELIMJONGILE SECONDARY SCHOOL,Public,147
EC,JADEZWENI JUNIOR SECONDARY SCHOOL,Public,147
EC,MAVUSO JUNIOR SECONDARY SCHOOL,Public,147
EC,NTSIZWA SENIOR SECONDARY SCHOOL,Public,147
EC,MKUNYAZO SENIOR PRIMARY SCHOOL,Public,147
EC,PELANDABA PJS SCHOOL,Public,147
NC,GATA-LWA-TLOU INTERMEDIATE SCHOOL,Public,147
FS,TSWELAPELE KA THUTHO I/S,Public,147
KZ,GEBERS PRIMARY SCHOOL,Public,147
KZ,GQOKUBUKHOSI S,Public,147
KZ,KWAMQOBELA CP,Public,147
KZ,LUBOVANA PRIMARY SCHOOL,Public,147
KZ,NGWABI JP,Public,147
EC,GWILI GWILI PRIMARY SCHOOL,Public,147
GP,HAYWOOD COLLEGE,INDEPENDENT,147
KZ,NTOMBOKAZI PRIMARY SCHOOL,Public,147
KZ,WISDOM GATE P,INDEPENDENT,147
KZ,MAKHANYA PRIMARY,Public,147
KZ,LENFORD BALENI JP SCHOOL,Public,147
KZ,NTUNJENI PRIMARY SCHOOL,Public,147
KZ,PHUMELELA S,Public,147
KZ,MHAYISE PRIMARY SCHOOL,Public,147
EC,GAGA HIGHER PRIMARY SCHOOL,Public,148
EC,BRAESIDE PRIMARY SCHOOL,Public,148
KZ,SANELISIWE PRIMARY SCHOOL,Public,148
KZ,VEGKOP PRIMARY SCHOOL,Public,148
GP,BARACHEL CHRISTIAN ACADEMY,INDEPENDENT,148
LP,MATATANI PRIMARY SCHOOL,Public,148
LP,DOVHO  PRIMARY  SCHOOL,Public,148
MP,MORWE PRIMARY SCHOOL,Public,148
MP,CARPE DIEM PRIMARY SCHOOL,INDEPENDENT,148
NW,LOBANG HIGH,Public,148
NW,TSHEFOGE,Public,148
LP,HLOMELA SECONDARY SCHOOL,Public,148
EC,CILO SENIOR PRIMARY SCHOOL,Public,148
EC,MHUKU JUNIOR SECONDARY SCHOOL,Public,148
EC,NKULULEKO SENIOR PRIMARY SCHOOL,Public,148
EC,KANYISA JUNIOR SECONDARY SCHOOL,Public,148
EC,HAYENI SENIOR PRIMARY SCHOOL,Public,148
EC,MNIKWA JUNIOR SECONDARY SCHOOL,Public,148
EC,NTUTA JUNIOR SECONDARY SCHOOL,Public,148
EC,PHAPHAMA SENIOR PRIMARY SCHOOL,Public,148
EC,MCEULA PRIMARY SCHOOL,Public,148
EC,WITTEBERGEN COL SENIOR PRIMARY SCHOOL,Public,148
KZ,ENYAWOSHANE CP,Public,148
KZ,GADELENI S,Public,148
KZ,KUKHOBA CP,Public,148
KZ,MAKHOWANE PRIMARY SCHOOL,Public,148
KZ,NDIKWE PRIMARY SCHOOL,Public,148
KZ,OBIVANE PRIMARY SCHOOL,Public,148
EC,ANDRIESKRAAL PRIMARY SCHOOL,Public,148
KZ,SUMMIT PRIMARY SCHOOL,Public,148
WC,JUNIOR CAMPUS PRIVATE SCHOOL,INDEPENDENT,148
WC,LOFDAL CHRISTIAN ACADEMY,INDEPENDENT,148
KZ,VUTHELA PRIMARY SCHOOL,Public,149
LP,MAMAGOLA PRIMARY SCHOOL,Public,149
LP,HOSEA NTSOANE,Public,149
LP,PHOPHEDI SECONDARY SCHOOL,Public,149
LP,MARETELE SECONDARY SCHOOL,Public,149
LP,MODIADIE SECONDARY SCHOOL,Public,149
LP,MAPAKOPHELE PRIMARY,Public,149
MP,NEDERLAND COMBINED SCHOOL,Public,149
MP,ZIDLI PRIMARY SCHOOL,Public,149
MP,BHEKOKUHLE PRIMARY SCHOOL,Public,149
NW,SEBELE PRIMARY,Public,149
EC,LINGELETHU SENIOR SECONDARY SCHOOL,Public,149
EC,MTYANA PUBLIC SCHOOL,Public,149
EC,MZINTSHANE PRIMARY SCHOOL,Public,149
EC,NDLAMBE PRIMARY SCHOOL,Public,149
EC,DALUXOLO SENIOR PRIMARY SCHOOL,Public,149
EC,CANDU JUNIOR SECONDARY SCHOOL,Public,149
EC,MOSHI JUNIOR SECONDARY SCHOOL,Public,149
EC,SIDANDA JUNIOR SECONDARY SCHOOL,Public,149
EC,ST PETER'S ON INDWE JUNIOR SECONDARY SCHOOL,Public,149
EC,THEMBELIHLE SENIOR PRIMARY SCHOOL,Public,149
FS,TEBANG I/S,Public,149
KZ,ENHLABABO CP,Public,149
KZ,MAKHONZA PRIMARY SCHOOL,Public,149
KZ,ALETHEIA CHRISTIAN COLLEGE,INDEPENDENT,149
GP,LEAP SCIENCE AND MATHS SCHOOL (INDEPENDENT),INDEPENDENT,149
WC,FORRES PRIM.,INDEPENDENT,149
WC,BOSKO CHRISTIAN SCHOOL,INDEPENDENT,149
WC,HOEKWIL LS.,Public,149
KZ,SIBUKOSETHU H,Public,150
KZ,SIGIDISABATHEMBU PRIMARY SCHOOL,Public,150
KZ,SINEGUGU PRIMARY SCHOOL,Public,150
KZ,THULUBHEKE PRIMARY SCHOOL,Public,150
KZ,KHETHUKUTHULA JS,Public,150
LP,CATA SENIOR SECONDARY,Public,150
LP,GEORGE MSWAZI HIGH SCHOOL,Public,150
LP,MASHOBELA SENIOR SECONDARY  SCHOOL,Public,150
LP,MAFEFE PRIMARY SCHOOL,Public,150
LP,MASHABASHABA PRIMARY SCHOOL,Public,150
LP,NTETELENG PRIMARY SCHOOL,Public,150
LP,MASEHLENG PRIMARY SCHOOL,Public,150
LP,MANTOPI PRIMARY SCHOOL,Public,150
LP,TSHISAPHUNGO PRIMARY SCHOOL,Public,150
LP,KGOMO-TLOU PRIMARY,Public,150
MP,BOROLO PRIMARY SCHOOL,Public,150
MP,MABHOKO PRIMARY SCHOOL,Public,150
MP,SIZABANTWANA PRIMARY SCHOOL,Public,150
MP,RIVERVIEW PREPARATORY SCHOOL,INDEPENDENT,150
NW,MAPITIKI PRIMARY SCHOOL,Public,150
NW,TOSCA PRIMARY SCHOOL,Public,150
NW,KLIPPAN PRIMARY,Public,150
KZ,ZIMELE H,INDEPENDENT,150
GP,EDENICA PRIVATE SCHOOL,INDEPENDENT,150
GP,ALHUDA ACADEMY,INDEPENDENT,150
GP,GLEN AUSTIN HIGH SCHOOL,INDEPENDENT,150
GP,BEMSSEL COLLEGE,INDEPENDENT,150
EC,MBAMBO JUNIOR PRIMARY SCHOOL,Public,150
EC,TUWA PRIMARY SCHOOL,Public,150
EC,KHAYALETHU SENIOR PRIMARY SCHOOL,Public,150
EC,KWEZI JUNIOR SECONDARY SCHOOL,Public,150
EC,MAQELE JUNIOR SECONDARY SCHOOL,Public,150
EC,MPUKANE JUNIOR SECONDARY SCHOOL,Public,150
EC,NQABANE SENIOR SECONDARY SCHOOL,Public,150
EC,PAKAMILE SENIOR PRIMARY SCHOOL,Public,150
EC,QWANINGA JUNIOR SECONDARY SCHOOL,Public,150
EC,BUHLEBELIZWE JUNIOR SECONDARY SCHOOL,Public,150
EC,GWENTESHE JUNIOR PRIMARY SCHOOL,Public,150
EC,DANGWANA JUNIOR SECONDARY SCHOOL,Public,150
EC,ZWELIJIKILE JUNIOR PRIMARY SCHOOL,Public,150
EC,W Z TOFILE JUNIOR SECONDARY SCHOOL,Public,150
KZ,CELOKUHLE SP,Public,150
KZ,CUNGCWANA CP,Public,150
KZ,EHLWATHI JP,Public,150
KZ,FAITH-WAY CHRISTIAN,INDEPENDENT,150
KZ,MTAKAYISE CP,Public,150
EC,MISTKRAAL RC PRIMARY SCHOOL,Public,150
WC,AMBLESIDE SCHOOL OF HOUT BAY,INDEPENDENT,150
KZ,MNAWE JP,Public,151
LP,TLAKANA PRIMARY SCHOOL,Public,151
LP,KUBUSHE_SECONDARY_SCHOOL,Public,151
LP,BRUSSELS NGOAKO PRIMARY SCHOOL,Public,151
LP,PUPUTLE SECONDARY SCHOOL,Public,151
LP,JAFTA LOWER PRIMARY,Public,151
LP,LUDANE JUNIOR PRIMARY SCHOOL,Public,151
LP,MILABONI PRIMARY,Public,151
LP,TSHIFHATANI PRIMARY SCHOOL,Public,151
LP,MBULAHENI PRIMARY SCHOOL,Public,151
MP,MARARATHA  PRIMARY SCHOOL,INDEPENDENT,151
MP,UBUHLE LEARNING CENTRE,INDEPENDENT,151
EC,MNGQESHA PRIMARY SCHOOL,Public,151
EC,NCERA INTERMEDIATE SCHOOL,Public,151
EC,GUBEVU JUNIOR SECONDARY SCHOOL,Public,151
EC,NKANGA JUNIOR SECONDARY SCHOOL,Public,151
EC,NTSUME'S JUNIOR SECONDARY SCHOOL,Public,151
EC,TYWAKA JUNIOR SECONDARY SCHOOL,Public,151
EC,DALUKANYO SENIOR PRIMARY SCHOOL,Public,151
EC,LOWER MBANGCOLO JUNIOR SECONDARY SCHOOL,Public,151
EC,BAVUMA JUNIOR SECONDARY SCHOOL,Public,151
EC,MTAWELANGA JUNIOR SECONDARY SCHOOL,Public,151
EC,ZAMIWONGA SENIOR PRIMARY SCHOOL,Public,151
EC,MDENI SENIOR PRIMARY SCHOOL,Public,151
EC,NDENGANE SENIOR PRIMARY SCHOOL,Public,151
EC,HEUKILE SENIOR PRIMARY SCHOOL,Public,151
EC,HOLI JUNIOR SECONDARY SCHOOL,Public,151
EC,NGQANDA JUNIOR SECONDARY SCHOOL,Public,151
EC,TSAKANA JUNIOR SECONDARY SCHOOL,Public,151
EC,NAVAR FARM SCHOOL,Public,151
KZ,ETONGWE PRIMARY SCHOOL,Public,151
KZ,HAIG PRIMARY SCHOOL,Public,151
KZ,INYAVWINI PRIMARY SCHOOL,Public,151
KZ,LETHOKUHLE PRIMARY SCHOOL,Public,151
KZ,MALIPHUME CP,Public,151
KZ,MUNDI SECONDARY SCHOOL,Public,151
KZ,NDONYELA JS,Public,151
KZ,NGONYAMA S,Public,151
KZ,NYONI PRIMARY SCHOOL,Public,151
KZ,OHLELO PRIMARY SCHOOL,Public,151
KZ,VALLEYSIDE PRIMARY SCHOOL,Public,151
KZ,GQWALU SCHOOL,Public,151
KZ,ST MICHAEL'S JS SCHOOL,Public,151
WC,MOSSELBAAI EK PRIM.,Public,151
WC,DE JAGER VGK PRIM.,Public,151
EC,CALEDON PREPARATORY SCHOOL,INDEPENDENT,152
